var 0 255
var 1 255
var 2 255
var 3 255
var 4 255
var 5 255
var 6 255
var 7 255
var 8 255
var 9 255
var 10 255
var 11 255
var 12 255
var 13 255
var 14 255
var 15 255
var 16 255
var 17 255
var 18 255
var 19 255
var 20 255
var 21 255
var 22 255
var 23 255
var 24 255
var 25 255
var 26 255
var 27 255
var 28 255
var 29 255
var 30 255
var 31 255
var 32 255
var 33 255
var 34 255
var 35 255
var 36 255
var 37 255
var 38 255
var 39 255
var 40 255
var 41 255
var 42 255
var 43 255
var 44 255
var 45 255
var 46 255
var 47 255
var 48 255
var 49 255
var 50 255
var 51 255
var 52 255
var 53 255
var 54 255
var 55 255
var 56 255
var 57 255
var 58 255
var 59 255
var 60 255
var 61 255
var 62 255
var 63 255
var 64 255
var 65 255
var 66 255
var 67 255
var 68 255
var 69 255
var 70 255
var 71 255
var 72 255
var 73 255
var 74 255
var 75 255
var 76 255
var 77 255
var 78 255
var 79 255
var 80 255
var 81 255
var 82 255
var 83 255
var 84 255
var 85 255
var 86 255
var 87 255
var 88 255
var 89 255
var 90 255
var 91 255
var 92 255
var 93 255
var 94 255
var 95 255
var 96 255
var 97 255
var 98 255
var 99 255
var 100 255
var 101 255
var 102 255
var 103 255
var 104 255
var 105 255
var 106 255
var 107 255
var 108 255
var 109 255
var 110 255
var 111 255
var 112 255
var 113 255
var 114 255
var 115 255
var 116 255
var 117 255
var 118 255
var 119 255
var 120 255
var 121 255
var 122 255
var 123 255
var 124 255
var 125 255
var 126 255
var 127 255
var 128 255
var 129 255
var 130 255
var 131 255
var 132 255
var 133 255
var 134 255
var 135 255
var 136 255
var 137 255
var 138 255
var 139 255
var 140 255
var 141 255
var 142 255
var 143 255
var 144 255
var 145 255
var 146 255
var 147 255
var 148 255
var 149 255
var 150 255
var 151 255
var 152 255
var 153 255
var 154 255
var 155 255
var 156 255
var 157 255
var 158 255
var 159 255
var 160 255
var 161 255
var 162 255
var 163 255
var 164 255
var 165 255
var 166 255
var 167 255
var 168 255
var 169 255
var 170 255
var 171 255
var 172 255
var 173 255
var 174 255
var 175 255
var 176 255
var 177 255
var 178 255
var 179 255
var 180 255
var 181 255
var 182 255
var 183 255
var 184 255
var 185 255
var 186 255
var 187 255
var 188 255
var 189 255
var 190 255
var 191 255
var 192 255
var 193 255
var 194 255
var 195 255
var 196 255
var 197 255
var 198 255
var 199 255
var 200 255
var 201 255
var 202 255
var 203 255
var 204 255
var 205 255
var 206 255
var 207 255
var 208 255
var 209 255
var 210 255
var 211 255
var 212 255
var 213 255
var 214 255
var 215 255
var 216 255
var 217 255
var 218 255
var 219 255
var 220 255
var 221 255
var 222 255
var 223 255
var 224 255
var 225 255
var 226 255
var 227 255
var 228 255
var 229 255
var 230 255
var 231 255
var 232 255
var 233 255
var 234 255
var 235 255
var 236 255
var 237 255
var 238 255
var 239 255
var 240 255
var 241 255
var 242 255
var 243 255
var 244 255
var 245 255
var 246 255
var 247 255
var 248 255
var 249 255
var 250 255
var 251 255
var 252 255
var 253 255
var 254 255
var 255 255
var 256 255
var 257 255
var 258 255
var 259 255
var 260 255
var 261 255
var 262 255
var 263 255
var 264 255
var 265 255
var 266 255
var 267 255
var 268 255
var 269 255
var 270 255
var 271 255
var 272 255
var 273 255
var 274 255
var 275 255
var 276 255
var 277 255
var 278 255
var 279 255
var 280 255
var 281 255
var 282 255
var 283 255
var 284 255
var 285 255
var 286 255
var 287 255
var 288 255
var 289 255
var 290 255
var 291 255
var 292 255
var 293 255
var 294 255
var 295 255
var 296 255
var 297 255
var 298 255
var 299 255
var 300 255
var 301 255
var 302 255
var 303 255
var 304 255
var 305 255
var 306 255
var 307 255
var 308 255
var 309 255
var 310 255
var 311 255
var 312 255
var 313 255
var 314 255
var 315 255
var 316 255
var 317 255
var 318 255
var 319 255
var 320 255
var 321 255
var 322 255
var 323 255
var 324 255
var 325 255
var 326 255
var 327 255
var 328 255
var 329 255
var 330 255
